geneID	PR	FR	PS	FS	Tsil	Trepl	nout	npop
Potra000172g00647	1	2	0	2	3107111	15039033	1	94
Potra000173g00648	9	11	8	7	3107111	15039033	1	94
Potra000173g00649	11	8	9	0	3107111	15039033	1	94
Potra000173g00651	3	2	4	2	3107111	15039033	1	94
Potra000173g31166	3	0	1	3	3107111	15039033	1	94
Potra000174g00652	16	14	13	8	3107111	15039033	1	94
Potra000174g00655	28	15	11	4	3107111	15039033	1	94
Potra000175g00657	3	1	8	2	3107111	15039033	1	94
Potra000175g00658	141	37	50	20	3107111	15039033	1	94
Potra000175g00659	22	3	17	2	3107111	15039033	1	94
Potra000175g00661	6	0	9	1	3107111	15039033	1	94
Potra000175g00665	16	4	0	0	3107111	15039033	1	94
Potra000175g00667	26	2	4	2	3107111	15039033	1	94
Potra000175g00668	7	4	0	1	3107111	15039033	1	94
Potra000176g00669	4	1	3	1	3107111	15039033	1	94
Potra000176g00670	20	6	8	8	3107111	15039033	1	94
Potra000176g00672	6	1	9	3	3107111	15039033	1	94
Potra000176g00674	13	15	4	3	3107111	15039033	1	94
Potra000177g00676	1	0	0	0	3107111	15039033	1	94
Potra000177g00677	0	0	0	0	3107111	15039033	1	94
Potra000177g00678	4	0	1	0	3107111	15039033	1	94
Potra000177g00679	0	0	0	0	3107111	15039033	1	94
Potra000177g00680	15	6	19	7	3107111	15039033	1	94
Potra000177g00681	11	2	28	11	3107111	15039033	1	94
Potra000177g00682	8	4	6	2	3107111	15039033	1	94
Potra000177g00683	15	4	17	5	3107111	15039033	1	94
Potra000177g34765	0	0	0	0	3107111	15039033	1	94
Potra000178g00684	13	5	16	15	3107111	15039033	1	94
Potra000178g00685	14	9	6	4	3107111	15039033	1	94
Potra000178g00686	12	2	23	4	3107111	15039033	1	94
Potra000178g00687	19	5	35	16	3107111	15039033	1	94
Potra000178g00692	48	29	9	9	3107111	15039033	1	94
Potra000178g00693	10	4	6	3	3107111	15039033	1	94
Potra000178g00694	23	17	12	7	3107111	15039033	1	94
Potra000179g00695	3	1	0	1	3107111	15039033	1	94
Potra000179g00696	8	1	5	1	3107111	15039033	1	94
Potra000179g00698	4	0	3	2	3107111	15039033	1	94
Potra000179g00699	131	36	28	7	3107111	15039033	1	94
Potra000179g00701	14	2	8	1	3107111	15039033	1	94
Potra000179g00702	26	13	25	9	3107111	15039033	1	94
Potra000179g00704	69	26	12	7	3107111	15039033	1	94
Potra000179g00705	16	0	8	0	3107111	15039033	1	94
Potra000180g00706	11	5	14	6	3107111	15039033	1	94
Potra000180g00707	23	14	12	8	3107111	15039033	1	94
Potra000180g00708	5	5	2	2	3107111	15039033	1	94
Potra000180g00710	6	7	0	2	3107111	15039033	1	94
Potra000180g00711	15	11	6	5	3107111	15039033	1	94
Potra000180g00713	6	5	4	4	3107111	15039033	1	94
Potra000180g00714	21	1	13	2	3107111	15039033	1	94
Potra000180g00715	10	7	3	4	3107111	15039033	1	94
Potra000180g00716	6	6	1	3	3107111	15039033	1	94
Potra000180g00717	16	16	13	14	3107111	15039033	1	94
Potra000180g00718	10	9	3	2	3107111	15039033	1	94
Potra000180g31277	19	14	2	6	3107111	15039033	1	94
Potra000181g00721	5	4	4	7	3107111	15039033	1	94
Potra000181g00722	7	5	3	3	3107111	15039033	1	94
Potra000181g00723	5	3	0	2	3107111	15039033	1	94
Potra000181g00724	7	6	10	2	3107111	15039033	1	94
Potra000181g00725	29	10	18	2	3107111	15039033	1	94
Potra000181g00726	18	15	11	6	3107111	15039033	1	94
Potra000182g00727	9	9	1	1	3107111	15039033	1	94
Potra000182g00728	6	4	0	0	3107111	15039033	1	94
Potra000182g00729	17	11	13	3	3107111	15039033	1	94
Potra000182g00730	16	6	12	12	3107111	15039033	1	94
Potra000182g00731	5	7	0	1	3107111	15039033	1	94
Potra000182g00732	19	13	6	7	3107111	15039033	1	94
Potra000183g00733	13	16	11	9	3107111	15039033	1	94
Potra000183g00734	9	5	5	2	3107111	15039033	1	94
Potra000184g00736	6	5	1	4	3107111	15039033	1	94
Potra000184g00737	70	40	13	15	3107111	15039033	1	94
Potra000184g00739	8	1	3	0	3107111	15039033	1	94
Potra000184g00740	15	5	7	5	3107111	15039033	1	94
Potra000184g00741	25	12	9	8	3107111	15039033	1	94
Potra000185g00742	7	2	3	0	3107111	15039033	1	94
Potra000186g00744	2	4	4	4	3107111	15039033	1	94
Potra000186g00747	0	0	1	0	3107111	15039033	1	94
Potra000186g00748	22	11	14	16	3107111	15039033	1	94
Potra000186g00749	17	10	10	3	3107111	15039033	1	94
Potra000186g00750	16	20	11	5	3107111	15039033	1	94
Potra000186g00751	2	2	2	3	3107111	15039033	1	94
Potra000186g00752	0	2	1	1	3107111	15039033	1	94
Potra000186g00754	4	1	2	0	3107111	15039033	1	94
Potra000186g00755	29	17	7	8	3107111	15039033	1	94
Potra000187g00757	5	3	3	10	3107111	15039033	1	94
Potra000187g00759	20	10	16	11	3107111	15039033	1	94
Potra000187g00760	5	5	3	5	3107111	15039033	1	94
Potra000187g00761	0	0	0	0	3107111	15039033	1	94
Potra000187g00762	11	1	4	2	3107111	15039033	1	94
Potra000187g00764	26	20	12	4	3107111	15039033	1	94
Potra000187g35478	0	0	0	0	3107111	15039033	1	94
Potra000188g00766	9	3	8	4	3107111	15039033	1	94
Potra000188g00767	8	6	5	5	3107111	15039033	1	94
Potra000188g00769	7	18	4	9	3107111	15039033	1	94
Potra000188g00770	1	1	0	0	3107111	15039033	1	94
Potra000188g00771	1	2	0	0	3107111	15039033	1	94
Potra000188g00772	0	0	0	0	3107111	15039033	1	94
Potra000189g00774	25	11	11	5	3107111	15039033	1	94
Potra000189g00776	24	13	8	10	3107111	15039033	1	94
Potra000189g00777	11	3	4	2	3107111	15039033	1	94
Potra000189g00778	14	6	10	6	3107111	15039033	1	94
Potra000189g00779	21	6	9	2	3107111	15039033	1	94
Potra000189g00780	7	7	8	2	3107111	15039033	1	94
Potra000189g00781	8	5	4	3	3107111	15039033	1	94
Potra000190g00783	28	24	14	18	3107111	15039033	1	94
Potra000190g00784	6	5	2	2	3107111	15039033	1	94
Potra000190g00785	20	14	8	6	3107111	15039033	1	94
Potra000190g00787	7	7	4	3	3107111	15039033	1	94
Potra000190g00789	19	12	15	6	3107111	15039033	1	94
Potra000190g00790	19	9	2	1	3107111	15039033	1	94
Potra000190g00791	17	9	4	2	3107111	15039033	1	94
Potra000190g00792	7	3	3	6	3107111	15039033	1	94
Potra000192g00795	2	7	1	0	3107111	15039033	1	94
Potra000192g00796	14	6	4	1	3107111	15039033	1	94
Potra000192g00797	17	18	5	5	3107111	15039033	1	94
Potra000192g00799	8	5	4	7	3107111	15039033	1	94
Potra000192g00800	13	7	7	8	3107111	15039033	1	94
Potra000192g00801	22	11	4	7	3107111	15039033	1	94
Potra000192g00804	9	2	10	5	3107111	15039033	1	94
Potra000192g00805	10	10	4	9	3107111	15039033	1	94
Potra000192g00807	17	11	21	9	3107111	15039033	1	94
Potra000192g00808	16	8	14	3	3107111	15039033	1	94
Potra000192g34039	16	4	2	1	3107111	15039033	1	94
Potra000193g00811	24	9	9	7	3107111	15039033	1	94
Potra000193g00814	19	10	14	9	3107111	15039033	1	94
Potra000193g00815	12	2	4	4	3107111	15039033	1	94
Potra000193g00817	7	5	3	1	3107111	15039033	1	94
Potra000193g00818	12	8	7	4	3107111	15039033	1	94
Potra000193g00819	9	6	0	2	3107111	15039033	1	94
Potra000193g00820	12	13	3	4	3107111	15039033	1	94
Potra000193g00822	18	11	4	3	3107111	15039033	1	94
Potra000193g00823	7	5	3	3	3107111	15039033	1	94
Potra000193g00824	17	10	7	6	3107111	15039033	1	94
Potra000194g00825	22	15	9	14	3107111	15039033	1	94
Potra000194g00827	32	16	21	8	3107111	15039033	1	94
Potra000194g00828	6	2	2	2	3107111	15039033	1	94
Potra000194g00829	0	0	0	0	3107111	15039033	1	94
Potra000194g00830	25	15	12	9	3107111	15039033	1	94
Potra000194g00831	25	27	14	9	3107111	15039033	1	94
Potra000194g00832	0	3	0	0	3107111	15039033	1	94
Potra000194g00834	18	4	16	3	3107111	15039033	1	94
Potra000194g00835	20	10	9	4	3107111	15039033	1	94
Potra000194g00836	14	10	6	5	3107111	15039033	1	94
Potra000194g00838	13	10	11	7	3107111	15039033	1	94
Potra000194g00839	16	15	7	4	3107111	15039033	1	94
Potra000194g00842	7	5	1	1	3107111	15039033	1	94
Potra000195g00844	4	11	3	3	3107111	15039033	1	94
Potra000195g00845	2	1	2	2	3107111	15039033	1	94
Potra000195g00846	8	10	2	3	3107111	15039033	1	94
Potra000195g00848	3	1	2	0	3107111	15039033	1	94
Potra000195g00849	14	10	26	19	3107111	15039033	1	94
Potra000195g00850	10	3	5	7	3107111	15039033	1	94
Potra000195g00851	8	15	10	7	3107111	15039033	1	94
Potra000196g00854	0	6	0	1	3107111	15039033	1	94
Potra000197g00857	13	4	2	0	3107111	15039033	1	94
Potra000198g00859	1	0	1	1	3107111	15039033	1	94
Potra000198g00860	43	14	24	20	3107111	15039033	1	94
Potra000198g00861	8	14	1	2	3107111	15039033	1	94
Potra000199g00863	35	27	11	14	3107111	15039033	1	94
Potra000200g00864	10	6	2	5	3107111	15039033	1	94
Potra000200g00867	0	0	1	2	3107111	15039033	1	94
Potra000201g00868	39	41	14	9	3107111	15039033	1	94
Potra000203g00872	16	7	3	1	3107111	15039033	1	94
Potra000204g00874	4	7	4	3	3107111	15039033	1	94
Potra000204g00875	42	21	9	4	3107111	15039033	1	94
Potra000206g00876	6	6	7	7	3107111	15039033	1	94
Potra000208g00878	9	11	6	5	3107111	15039033	1	94
Potra000208g00879	17	34	6	7	3107111	15039033	1	94
Potra000208g31629	9	3	1	0	3107111	15039033	1	94
Potra000210g00882	1	0	0	0	3107111	15039033	1	94
Potra000211g00883	11	21	2	0	3107111	15039033	1	94
Potra000211g00886	19	22	11	2	3107111	15039033	1	94
Potra000212g00889	2	2	2	0	3107111	15039033	1	94
Potra000212g00890	32	6	21	7	3107111	15039033	1	94
Potra000212g00891	16	7	9	2	3107111	15039033	1	94
Potra000212g00892	25	27	3	3	3107111	15039033	1	94
Potra000213g00893	27	25	8	5	3107111	15039033	1	94
Potra000215g00894	27	18	8	1	3107111	15039033	1	94
Potra000216g00895	0	0	0	0	3107111	15039033	1	94
Potra000216g00896	16	5	22	10	3107111	15039033	1	94
Potra000216g00897	29	19	20	5	3107111	15039033	1	94
Potra000216g31663	26	18	8	1	3107111	15039033	1	94
Potra000219g00900	53	21	40	27	3107111	15039033	1	94
Potra000219g00901	21	0	15	0	3107111	15039033	1	94
Potra000219g00902	20	3	6	3	3107111	15039033	1	94
Potra000220g00903	20	5	14	5	3107111	15039033	1	94
Potra000220g00906	14	17	7	9	3107111	15039033	1	94
Potra000221g00908	10	4	2	5	3107111	15039033	1	94
Potra000223g00910	6	9	9	4	3107111	15039033	1	94
Potra000223g00911	0	0	0	0	3107111	15039033	1	94
Potra000223g31711	12	7	4	4	3107111	15039033	1	94
Potra000224g00912	11	8	3	3	3107111	15039033	1	94
Potra000224g00913	14	4	12	7	3107111	15039033	1	94
Potra000225g00914	13	7	14	11	3107111	15039033	1	94
Potra000225g00915	1	1	3	0	3107111	15039033	1	94
Potra000226g00916	56	45	18	16	3107111	15039033	1	94
Potra000226g00917	10	5	8	2	3107111	15039033	1	94
Potra000226g00918	35	11	12	5	3107111	15039033	1	94
Potra000227g00919	46	18	20	13	3107111	15039033	1	94
Potra000228g00920	48	18	25	26	3107111	15039033	1	94
Potra000229g00921	37	11	17	6	3107111	15039033	1	94
Potra000229g00922	24	11	40	18	3107111	15039033	1	94
Potra000229g00924	11	12	5	5	3107111	15039033	1	94
Potra000230g00925	3	4	2	0	3107111	15039033	1	94
Potra000231g00926	40	15	33	21	3107111	15039033	1	94
Potra000231g00927	5	0	12	0	3107111	15039033	1	94
Potra000231g00929	17	13	10	7	3107111	15039033	1	94
Potra000232g00930	29	22	16	9	3107111	15039033	1	94
Potra000232g00931	31	39	6	10	3107111	15039033	1	94
Potra000232g00932	38	12	26	9	3107111	15039033	1	94
Potra000233g00933	1	1	1	4	3107111	15039033	1	94
Potra000234g00935	14	7	10	5	3107111	15039033	1	94
Potra000236g00939	6	4	2	1	3107111	15039033	1	94
Potra000237g00944	12	6	2	0	3107111	15039033	1	94
Potra000238g00945	5	4	4	4	3107111	15039033	1	94
Potra000238g00946	0	0	0	0	3107111	15039033	1	94
Potra000239g00948	16	12	19	8	3107111	15039033	1	94
Potra000239g00949	25	16	5	3	3107111	15039033	1	94
Potra000241g00951	4	3	1	2	3107111	15039033	1	94
Potra000241g00952	25	12	18	9	3107111	15039033	1	94
Potra000241g31845	5	3	0	0	3107111	15039033	1	94
Potra000242g00953	14	8	9	4	3107111	15039033	1	94
Potra000242g00954	13	14	2	2	3107111	15039033	1	94
Potra000242g00955	11	12	1	1	3107111	15039033	1	94
Potra000242g00958	20	16	9	12	3107111	15039033	1	94
Potra000243g00959	26	11	5	5	3107111	15039033	1	94
Potra000243g00960	19	6	14	6	3107111	15039033	1	94
Potra000243g00963	18	17	3	3	3107111	15039033	1	94
Potra000244g00964	23	17	6	7	3107111	15039033	1	94
Potra000244g00966	13	7	6	3	3107111	15039033	1	94
Potra000245g00967	0	1	0	0	3107111	15039033	1	94
Potra000245g00968	0	0	0	0	3107111	15039033	1	94
Potra000245g00970	0	0	0	0	3107111	15039033	1	94
Potra000246g00972	4	9	0	1	3107111	15039033	1	94
Potra000246g00973	16	6	4	4	3107111	15039033	1	94
Potra000246g00975	41	11	9	4	3107111	15039033	1	94
Potra000246g00976	15	6	12	8	3107111	15039033	1	94
Potra000247g00978	54	15	11	4	3107111	15039033	1	94
Potra000247g00979	33	2	6	2	3107111	15039033	1	94
Potra000247g00980	9	9	5	4	3107111	15039033	1	94
Potra000249g00981	0	0	0	1	3107111	15039033	1	94
Potra000250g00982	3	5	5	6	3107111	15039033	1	94
Potra000251g00984	2	2	0	1	3107111	15039033	1	94
Potra000251g00985	1	0	2	2	3107111	15039033	1	94
Potra000252g00987	2	1	7	5	3107111	15039033	1	94
Potra000254g00989	5	4	11	5	3107111	15039033	1	94
Potra000254g31924	3	0	1	1	3107111	15039033	1	94
Potra000255g00992	2	4	2	1	3107111	15039033	1	94
Potra000255g35205	0	0	0	0	3107111	15039033	1	94
Potra000256g00993	1	1	1	4	3107111	15039033	1	94
Potra000256g00994	34	17	6	5	3107111	15039033	1	94
Potra000258g00998	7	10	7	3	3107111	15039033	1	94
Potra000259g00999	27	21	17	6	3107111	15039033	1	94
Potra000262g01000	20	9	8	7	3107111	15039033	1	94
Potra000262g01003	38	28	9	4	3107111	15039033	1	94
Potra000263g31978	0	6	0	1	3107111	15039033	1	94
Potra000264g01004	30	17	9	7	3107111	15039033	1	94
Potra000264g01005	54	48	20	9	3107111	15039033	1	94
Potra000265g01007	23	7	14	7	3107111	15039033	1	94
Potra000266g01008	4	5	6	4	3107111	15039033	1	94
Potra000267g01010	31	18	28	20	3107111	15039033	1	94
Potra000267g01011	39	15	16	6	3107111	15039033	1	94
Potra000268g01013	8	7	8	6	3107111	15039033	1	94
Potra000269g01014	10	13	7	8	3107111	15039033	1	94
Potra000270g01016	17	4	23	9	3107111	15039033	1	94
Potra000270g01017	28	12	32	12	3107111	15039033	1	94
Potra000271g01018	27	14	15	16	3107111	15039033	1	94
Potra000271g01019	0	0	0	0	3107111	15039033	1	94
Potra000272g01021	2	11	1	2	3107111	15039033	1	94
Potra000273g01024	3	2	3	2	3107111	15039033	1	94
Potra000273g01025	5	4	8	4	3107111	15039033	1	94
Potra000273g01026	13	10	15	12	3107111	15039033	1	94
Potra000274g01027	8	3	7	3	3107111	15039033	1	94
Potra000274g01028	3	2	6	5	3107111	15039033	1	94
Potra000275g01029	22	15	19	10	3107111	15039033	1	94
Potra000276g01030	0	2	0	1	3107111	15039033	1	94
Potra000278g01032	4	4	2	2	3107111	15039033	1	94
Potra000278g01033	14	7	8	4	3107111	15039033	1	94
Potra000278g01034	0	0	0	0	3107111	15039033	1	94
Potra000278g01035	9	2	2	2	3107111	15039033	1	94
Potra000279g01036	1	2	2	4	3107111	15039033	1	94
Potra000279g01037	52	8	30	12	3107111	15039033	1	94
Potra000279g01038	27	26	10	6	3107111	15039033	1	94
Potra000279g01039	39	19	10	2	3107111	15039033	1	94
Potra000280g01040	8	9	1	1	3107111	15039033	1	94
Potra000280g01041	6	5	7	4	3107111	15039033	1	94
Potra000282g01042	13	4	22	6	3107111	15039033	1	94
Potra000282g01043	18	5	15	3	3107111	15039033	1	94
Potra000283g01044	27	7	69	33	3107111	15039033	1	94
Potra000285g01046	9	4	11	7	3107111	15039033	1	94
Potra000285g01047	5	4	15	0	3107111	15039033	1	94
Potra000286g01050	22	28	5	3	3107111	15039033	1	94
Potra000289g01057	4	2	5	1	3107111	15039033	1	94
Potra000289g01058	11	10	5	5	3107111	15039033	1	94
Potra000290g01059	3	9	2	1	3107111	15039033	1	94
Potra000291g01062	53	13	24	16	3107111	15039033	1	94
Potra000292g01065	17	3	6	2	3107111	15039033	1	94
Potra000292g01066	19	2	8	7	3107111	15039033	1	94
Potra000292g01067	3	0	4	0	3107111	15039033	1	94
Potra000292g01068	19	21	12	7	3107111	15039033	1	94
Potra000293g01069	5	5	1	3	3107111	15039033	1	94
Potra000293g01071	1	1	0	0	3107111	15039033	1	94
Potra000294g01072	20	22	9	9	3107111	15039033	1	94
Potra000294g01073	4	0	4	0	3107111	15039033	1	94
Potra000295g01075	15	9	17	9	3107111	15039033	1	94
Potra000295g01077	8	5	5	2	3107111	15039033	1	94
Potra000296g01078	24	31	11	13	3107111	15039033	1	94
Potra000296g01079	18	7	9	3	3107111	15039033	1	94
Potra000296g01080	9	9	12	9	3107111	15039033	1	94
Potra000297g01081	16	14	18	16	3107111	15039033	1	94
Potra000297g01082	3	0	7	3	3107111	15039033	1	94
Potra000297g01083	15	3	3	2	3107111	15039033	1	94
Potra000298g01085	38	33	21	8	3107111	15039033	1	94
Potra000298g01086	6	4	1	1	3107111	15039033	1	94
Potra000299g01089	20	12	5	2	3107111	15039033	1	94
Potra000299g01090	23	31	9	12	3107111	15039033	1	94
Potra000300g01091	12	5	14	6	3107111	15039033	1	94
Potra000302g01093	18	6	11	7	3107111	15039033	1	94
Potra000302g01095	12	8	10	10	3107111	15039033	1	94
Potra000303g01096	64	46	28	19	3107111	15039033	1	94
Potra000303g01097	9	7	3	5	3107111	15039033	1	94
Potra000304g01098	16	16	7	9	3107111	15039033	1	94
Potra000305g01100	11	13	9	5	3107111	15039033	1	94
Potra000306g01102	12	11	12	11	3107111	15039033	1	94
Potra000306g01103	4	5	1	1	3107111	15039033	1	94
Potra000307g01104	26	6	17	10	3107111	15039033	1	94
Potra000308g01106	11	5	2	6	3107111	15039033	1	94
Potra000309g01107	41	34	11	21	3107111	15039033	1	94
Potra000310g01109	7	2	15	5	3107111	15039033	1	94
Potra000310g01110	15	7	4	1	3107111	15039033	1	94
Potra000310g01111	47	25	16	9	3107111	15039033	1	94
Potra000311g01112	12	33	18	11	3107111	15039033	1	94
Potra000314g01114	21	7	10	3	3107111	15039033	1	94
Potra000314g01116	19	13	9	6	3107111	15039033	1	94
Potra000315g01117	11	5	17	5	3107111	15039033	1	94
Potra000317g01119	20	58	6	14	3107111	15039033	1	94
Potra000318g01120	25	32	10	22	3107111	15039033	1	94
Potra000318g01121	9	8	7	6	3107111	15039033	1	94
Potra000319g01123	29	21	9	10	3107111	15039033	1	94
Potra000319g34248	4	4	3	2	3107111	15039033	1	94
Potra000320g01124	13	6	9	6	3107111	15039033	1	94
Potra000320g01125	20	3	8	3	3107111	15039033	1	94
Potra000320g01126	38	9	20	8	3107111	15039033	1	94
Potra000320g01127	23	8	11	19	3107111	15039033	1	94
Potra000320g01128	10	4	5	3	3107111	15039033	1	94
Potra000321g01130	20	15	16	11	3107111	15039033	1	94
Potra000321g33836	0	0	0	0	3107111	15039033	1	94
Potra000323g01134	19	5	11	4	3107111	15039033	1	94
Potra000323g01135	12	9	5	4	3107111	15039033	1	94
Potra000324g01136	43	3	29	11	3107111	15039033	1	94
Potra000324g01138	1	1	2	1	3107111	15039033	1	94
Potra000324g01139	31	27	16	9	3107111	15039033	1	94
Potra000325g01140	8	5	13	2	3107111	15039033	1	94
Potra000325g01141	5	1	10	3	3107111	15039033	1	94
Potra000325g01144	12	15	5	3	3107111	15039033	1	94
Potra000325g01146	14	11	4	6	3107111	15039033	1	94
Potra000327g01147	4	3	8	7	3107111	15039033	1	94
Potra000328g01149	144	77	70	47	3107111	15039033	1	94
Potra000328g01150	28	17	29	9	3107111	15039033	1	94
Potra000329g01151	13	5	11	7	3107111	15039033	1	94
Potra000329g01152	22	22	10	7	3107111	15039033	1	94
Potra000330g01153	51	18	18	7	3107111	15039033	1	94
Potra000330g01154	36	4	32	12	3107111	15039033	1	94
Potra000331g01156	70	67	17	17	3107111	15039033	1	94
Potra000333g01158	69	33	44	21	3107111	15039033	1	94
Potra000333g01159	14	4	11	2	3107111	15039033	1	94
Potra000333g01160	6	9	8	1	3107111	15039033	1	94
Potra000334g01161	17	16	26	24	3107111	15039033	1	94
Potra000335g01162	13	6	8	6	3107111	15039033	1	94
Potra000337g01166	11	8	17	9	3107111	15039033	1	94
Potra000337g01167	4	9	3	5	3107111	15039033	1	94
Potra000337g32162	5	2	3	0	3107111	15039033	1	94
Potra000338g01168	56	39	26	24	3107111	15039033	1	94
Potra000339g01169	27	19	24	12	3107111	15039033	1	94
Potra000339g01170	14	10	2	2	3107111	15039033	1	94
Potra000340g01171	3	8	5	4	3107111	15039033	1	94
Potra000341g01172	16	2	13	9	3107111	15039033	1	94
Potra000341g01173	9	9	10	9	3107111	15039033	1	94
Potra000341g01174	5	1	2	3	3107111	15039033	1	94
Potra000341g01175	19	6	15	6	3107111	15039033	1	94
Potra000341g01178	24	22	5	3	3107111	15039033	1	94
Potra000341g01180	7	8	5	5	3107111	15039033	1	94
Potra000341g01181	6	2	3	2	3107111	15039033	1	94
Potra000342g01182	18	20	3	2	3107111	15039033	1	94
Potra000342g01184	6	3	0	0	3107111	15039033	1	94
Potra000342g01186	19	6	6	12	3107111	15039033	1	94
Potra000342g01189	5	3	0	1	3107111	15039033	1	94
Potra000342g32177	4	1	1	0	3107111	15039033	1	94
Potra000343g01192	15	12	12	12	3107111	15039033	1	94
Potra000343g01193	19	15	4	1	3107111	15039033	1	94
Potra000343g01194	5	5	2	6	3107111	15039033	1	94
Potra000343g01195	9	9	8	4	3107111	15039033	1	94
Potra000343g01197	81	29	19	10	3107111	15039033	1	94
Potra000343g01198	15	1	1	1	3107111	15039033	1	94
Potra000344g01200	15	10	6	6	3107111	15039033	1	94
Potra000344g01202	6	13	4	6	3107111	15039033	1	94
Potra000344g01204	35	17	16	8	3107111	15039033	1	94
Potra000344g01205	37	20	16	4	3107111	15039033	1	94
Potra000344g01206	47	13	26	16	3107111	15039033	1	94
Potra000344g01207	10	17	5	7	3107111	15039033	1	94
Potra000344g01208	6	5	6	10	3107111	15039033	1	94
Potra000344g01209	8	3	6	7	3107111	15039033	1	94
Potra000344g01214	2	2	12	8	3107111	15039033	1	94
Potra000344g01215	21	11	13	8	3107111	15039033	1	94
Potra000344g01216	22	28	13	10	3107111	15039033	1	94
Potra000344g01217	8	12	12	11	3107111	15039033	1	94
Potra000345g01218	20	21	5	9	3107111	15039033	1	94
Potra000346g01219	8	4	4	4	3107111	15039033	1	94
Potra000346g01221	0	1	0	1	3107111	15039033	1	94
Potra000346g01222	3	3	7	1	3107111	15039033	1	94
Potra000346g01223	18	8	18	14	3107111	15039033	1	94
Potra000346g01224	23	9	8	9	3107111	15039033	1	94
Potra000346g01225	8	4	5	4	3107111	15039033	1	94
Potra000346g01227	14	12	8	11	3107111	15039033	1	94
Potra000346g01228	7	4	3	9	3107111	15039033	1	94
Potra000346g01229	3	8	2	4	3107111	15039033	1	94
Potra000346g01235	5	3	2	1	3107111	15039033	1	94
Potra000346g01236	11	4	4	1	3107111	15039033	1	94
Potra000346g01237	8	5	5	3	3107111	15039033	1	94
Potra000347g01238	9	9	3	2	3107111	15039033	1	94
Potra000347g01239	8	10	13	11	3107111	15039033	1	94
Potra000347g01240	13	23	7	5	3107111	15039033	1	94
Potra000347g01241	22	19	6	11	3107111	15039033	1	94
Potra000347g01242	33	23	17	14	3107111	15039033	1	94
Potra000348g01243	5	3	1	1	3107111	15039033	1	94
Potra000348g01246	3	3	1	4	3107111	15039033	1	94
Potra000348g01247	14	7	5	1	3107111	15039033	1	94
Potra000348g01248	32	10	16	10	3107111	15039033	1	94
Potra000348g01249	17	12	4	0	3107111	15039033	1	94
Potra000348g01251	14	8	4	7	3107111	15039033	1	94
Potra000348g01254	18	11	11	5	3107111	15039033	1	94
